book,bookNumber,chapter,verse,reference,referenceKey,testament,text
Genesis,1,1,1,Genesis 1:1,genesis-1-1,Old Testament,In the beginning God created the heaven and the earth.
Genesis,1,1,2,Genesis 1:2,genesis-1-2,Old Testament,"And the earth was without form, and void; and darkness was upon the face of the deep. And the Spirit of God moved upon the face of the waters."
Genesis,1,1,3,Genesis 1:3,genesis-1-3,Old Testament,"And God said, Let there be light: and there was light."
Genesis,1,1,4,Genesis 1:4,genesis-1-4,Old Testament,"And God saw the light, that it was good: and God divided the light from the darkness."
Genesis,1,1,5,Genesis 1:5,genesis-1-5,Old Testament,"And God called the light Day, and the darkness he called Night. And the evening and the morning were the first day."
Genesis,1,1,6,Genesis 1:6,genesis-1-6,Old Testament,"And God said, Let there be a firmament in the midst of the waters, and let it divide the waters from the waters."
Genesis,1,1,7,Genesis 1:7,genesis-1-7,Old Testament,"And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament: and it was so."
Genesis,1,1,8,Genesis 1:8,genesis-1-8,Old Testament,And God called the firmament Heaven. And the evening and the morning were the second day.
Genesis,1,1,9,Genesis 1:9,genesis-1-9,Old Testament,"And God said, Let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so."
Genesis,1,1,10,Genesis 1:10,genesis-1-10,Old Testament,And God called the dry land Earth; and the gathering together of the waters called he Seas: and God saw that it was good.
Genesis,1,1,11,Genesis 1:11,genesis-1-11,Old Testament,"And God said, Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the earth: and it was so."
Genesis,1,1,12,Genesis 1:12,genesis-1-12,Old Testament,"And the earth brought forth grass, and herb yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and God saw that it was good."
Genesis,1,1,13,Genesis 1:13,genesis-1-13,Old Testament,And the evening and the morning were the third day.
Genesis,1,1,14,Genesis 1:14,genesis-1-14,Old Testament,"And God said, Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days, and years:"
Genesis,1,1,15,Genesis 1:15,genesis-1-15,Old Testament,And let them be for lights in the firmament of the heaven to give light upon the earth: and it was so.
Genesis,1,1,16,Genesis 1:16,genesis-1-16,Old Testament,"And God made two great lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also."
Genesis,1,1,17,Genesis 1:17,genesis-1-17,Old Testament,"And God set them in the firmament of the heaven to give light upon the earth,"
Genesis,1,1,18,Genesis 1:18,genesis-1-18,Old Testament,"And to rule over the day and over the night, and to divide the light from the darkness: and God saw that it was good."
Genesis,1,1,19,Genesis 1:19,genesis-1-19,Old Testament,And the evening and the morning were the fourth day.
Genesis,1,1,20,Genesis 1:20,genesis-1-20,Old Testament,"And God said, Let the waters bring forth abundantly the moving creature that hath life, and fowl that may fly above the earth in the open firmament of heaven."
Genesis,1,1,21,Genesis 1:21,genesis-1-21,Old Testament,"And God created great whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that it was good."
Genesis,1,1,22,Genesis 1:22,genesis-1-22,Old Testament,"And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth."
Genesis,1,1,23,Genesis 1:23,genesis-1-23,Old Testament,And the evening and the morning were the fifth day.
Genesis,1,1,24,Genesis 1:24,genesis-1-24,Old Testament,"And God said, Let the earth bring forth the living creature after his kind, cattle, and creeping thing, and beast of the earth after his kind: and it was so."
Genesis,1,1,25,Genesis 1:25,genesis-1-25,Old Testament,"And God made the beast of the earth after his kind, and cattle after their kind, and every thing that creepeth upon the earth after his kind: and God saw that it was good."
Genesis,1,1,26,Genesis 1:26,genesis-1-26,Old Testament,"And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth."
Genesis,1,1,27,Genesis 1:27,genesis-1-27,Old Testament,"So God created man in his own image, in the image of God created he him; male and female created he them."
Genesis,1,1,28,Genesis 1:28,genesis-1-28,Old Testament,"And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that moveth upon the earth."
Genesis,1,1,29,Genesis 1:29,genesis-1-29,Old Testament,"And God said, Behold, I have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding seed; to you it shall be for meat."
Genesis,1,1,30,Genesis 1:30,genesis-1-30,Old Testament,"And to every beast of the earth, and to every fowl of the air, and to every thing that creepeth upon the earth, wherein there is life, I have given every green herb for meat: and it was so."
Genesis,1,1,31,Genesis 1:31,genesis-1-31,Old Testament,"And God saw every thing that he had made, and, behold, it was very good. And the evening and the morning were the sixth day."
Genesis,1,2,1,Genesis 2:1,genesis-2-1,Old Testament,"Thus the heavens and the earth were finished, and all the host of them."
Genesis,1,2,2,Genesis 2:2,genesis-2-2,Old Testament,And on the seventh day God ended his work which he had made; and he rested on the seventh day from all his work which he had made.
Genesis,1,2,3,Genesis 2:3,genesis-2-3,Old Testament,"And God blessed the seventh day, and sanctified it: because that in it he had rested from all his work which God created and made."
Genesis,1,2,4,Genesis 2:4,genesis-2-4,Old Testament,"These are the generations of the heavens and of the earth when they were created, in the day that the LORD God made the earth and the heavens,"
Genesis,1,2,5,Genesis 2:5,genesis-2-5,Old Testament,"And every plant of the field before it was in the earth, and every herb of the field before it grew: for the LORD God had not caused it to rain upon the earth, and there was not a man to till the ground."
Genesis,1,2,6,Genesis 2:6,genesis-2-6,Old Testament,"But there went up a mist from the earth, and watered the whole face of the ground."
Genesis,1,2,7,Genesis 2:7,genesis-2-7,Old Testament,"And the LORD God formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul."
Genesis,1,2,8,Genesis 2:8,genesis-2-8,Old Testament,And the LORD God planted a garden eastward in Eden; and there he put the man whom he had formed.
Genesis,1,2,9,Genesis 2:9,genesis-2-9,Old Testament,"And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of knowledge of good and evil."
Genesis,1,2,10,Genesis 2:10,genesis-2-10,Old Testament,"And a river went out of Eden to water the garden; and from thence it was parted, and became into four heads."
Genesis,1,2,11,Genesis 2:11,genesis-2-11,Old Testament,"The name of the first is Pison: that is it which compasseth the whole land of Havilah, where there is gold;"
Genesis,1,2,12,Genesis 2:12,genesis-2-12,Old Testament,And the gold of that land is good: there is bdellium and the onyx stone.
Genesis,1,2,13,Genesis 2:13,genesis-2-13,Old Testament,And the name of the second river is Gihon: the same is it that compasseth the whole land of Ethiopia.
Genesis,1,2,14,Genesis 2:14,genesis-2-14,Old Testament,And the name of the third river is Hiddekel: that is it which goeth toward the east of Assyria. And the fourth river is Euphrates.
Genesis,1,2,15,Genesis 2:15,genesis-2-15,Old Testament,"And the LORD God took the man, and put him into the garden of Eden to dress it and to keep it."
Genesis,1,2,16,Genesis 2:16,genesis-2-16,Old Testament,"And the LORD God commanded the man, saying, Of every tree of the garden thou mayest freely eat:"
Genesis,1,2,17,Genesis 2:17,genesis-2-17,Old Testament,"But of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die."
Genesis,1,2,18,Genesis 2:18,genesis-2-18,Old Testament,"And the LORD God said, It is not good that the man should be alone; I will make him an help meet for him."
Genesis,1,2,19,Genesis 2:19,genesis-2-19,Old Testament,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto Adam to see what he would call them: and whatsoever Adam called every living creature, that was the name thereof."
Genesis,1,2,20,Genesis 2:20,genesis-2-20,Old Testament,"And Adam gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found an help meet for him."
Genesis,1,2,21,Genesis 2:21,genesis-2-21,Old Testament,"And the LORD God caused a deep sleep to fall upon Adam, and he slept: and he took one of his ribs, and closed up the flesh instead thereof;"
Genesis,1,2,22,Genesis 2:22,genesis-2-22,Old Testament,"And the rib, which the LORD God had taken from man, made he a woman, and brought her unto the man."
Genesis,1,2,23,Genesis 2:23,genesis-2-23,Old Testament,"And Adam said, This is now bone of my bones, and flesh of my flesh: she shall be called Woman, because she was taken out of Man."
Genesis,1,2,24,Genesis 2:24,genesis-2-24,Old Testament,"Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh."
Genesis,1,2,25,Genesis 2:25,genesis-2-25,Old Testament,"And they were both naked, the man and his wife, and were not ashamed."
Genesis,1,3,1,Genesis 3:1,genesis-3-1,Old Testament,"Now the serpent was more subtil than any beast of the field which the LORD God had made. And he said unto the woman, Yea, hath God said, Ye shall not eat of every tree of the garden?"
Genesis,1,3,2,Genesis 3:2,genesis-3-2,Old Testament,"And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:"
Genesis,1,3,3,Genesis 3:3,genesis-3-3,Old Testament,"But of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die."
Genesis,1,3,4,Genesis 3:4,genesis-3-4,Old Testament,"And the serpent said unto the woman, Ye shall not surely die:"
Genesis,1,3,5,Genesis 3:5,genesis-3-5,Old Testament,"For God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as gods, knowing good and evil."
Genesis,1,3,6,Genesis 3:6,genesis-3-6,Old Testament,"And when the woman saw that the tree was good for food, and that it was pleasant to the eyes, and a tree to be desired to make one wise, she took of the fruit thereof, and did eat, and gave also unto her husband with her; and he did eat."
Genesis,1,3,7,Genesis 3:7,genesis-3-7,Old Testament,"And the eyes of them both were opened, and they knew that they were naked; and they sewed fig leaves together, and made themselves aprons."
Genesis,1,3,8,Genesis 3:8,genesis-3-8,Old Testament,And they heard the voice of the LORD God walking in the garden in the cool of the day: and Adam and his wife hid themselves from the presence of the LORD God amongst the trees of the garden.
Genesis,1,3,9,Genesis 3:9,genesis-3-9,Old Testament,"And the LORD God called unto Adam, and said unto him, Where art thou?"
Genesis,1,3,10,Genesis 3:10,genesis-3-10,Old Testament,"And he said, I heard thy voice in the garden, and I was afraid, because I was naked; and I hid myself."
Genesis,1,3,11,Genesis 3:11,genesis-3-11,Old Testament,"And he said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?"
Genesis,1,3,12,Genesis 3:12,genesis-3-12,Old Testament,"And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat."
Genesis,1,3,13,Genesis 3:13,genesis-3-13,Old Testament,"And the LORD God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat."
Genesis,1,3,14,Genesis 3:14,genesis-3-14,Old Testament,"And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:"
Genesis,1,3,15,Genesis 3:15,genesis-3-15,Old Testament,"And I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel."
Genesis,1,3,16,Genesis 3:16,genesis-3-16,Old Testament,"Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee."
Genesis,1,3,17,Genesis 3:17,genesis-3-17,Old Testament,"And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;"
Genesis,1,3,18,Genesis 3:18,genesis-3-18,Old Testament,Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field;
Genesis,1,3,19,Genesis 3:19,genesis-3-19,Old Testament,"In the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken: for dust thou art, and unto dust shalt thou return."
Genesis,1,3,20,Genesis 3:20,genesis-3-20,Old Testament,And Adam called his wife's name Eve; because she was the mother of all living.
Genesis,1,3,21,Genesis 3:21,genesis-3-21,Old Testament,"Unto Adam also and to his wife did the LORD God make coats of skins, and clothed them."
Genesis,1,3,22,Genesis 3:22,genesis-3-22,Old Testament,"And the LORD God said, Behold, the man is become as one of us, to know good and evil: and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever:"
Genesis,1,3,23,Genesis 3:23,genesis-3-23,Old Testament,"Therefore the LORD God sent him forth from the garden of Eden, to till the ground from whence he was taken."
Genesis,1,3,24,Genesis 3:24,genesis-3-24,Old Testament,"So he drove out the man; and he placed at the east of the garden of Eden Cherubims, and a flaming sword which turned every way, to keep the way of the tree of life."
Genesis,1,4,1,Genesis 4:1,genesis-4-1,Old Testament,"And Adam knew Eve his wife; and she conceived, and bare Cain, and said, I have gotten a man from the LORD."
Genesis,1,4,2,Genesis 4:2,genesis-4-2,Old Testament,"And she again bare his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground."
Genesis,1,4,3,Genesis 4:3,genesis-4-3,Old Testament,"And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the LORD."
Genesis,1,4,4,Genesis 4:4,genesis-4-4,Old Testament,"And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the LORD had respect unto Abel and to his offering:"
Genesis,1,4,5,Genesis 4:5,genesis-4-5,Old Testament,"But unto Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell."
Genesis,1,4,6,Genesis 4:6,genesis-4-6,Old Testament,"And the LORD said unto Cain, Why art thou wroth? and why is thy countenance fallen?"
Genesis,1,4,7,Genesis 4:7,genesis-4-7,Old Testament,"If thou doest well, shalt thou not be accepted? and if thou doest not well, sin lieth at the door. And unto thee shall be his desire, and thou shalt rule over him."
Genesis,1,4,8,Genesis 4:8,genesis-4-8,Old Testament,"And Cain talked with Abel his brother: and it came to pass, when they were in the field, that Cain rose up against Abel his brother, and slew him."
Genesis,1,4,9,Genesis 4:9,genesis-4-9,Old Testament,"And the LORD said unto Cain, Where is Abel thy brother? And he said, I know not: Am I my brother's keeper?"
Genesis,1,4,10,Genesis 4:10,genesis-4-10,Old Testament,"And he said, What hast thou done? the voice of thy brother's blood crieth unto me from the ground."
Genesis,1,4,11,Genesis 4:11,genesis-4-11,Old Testament,"And now art thou cursed from the earth, which hath opened her mouth to receive thy brother's blood from thy hand;"
Genesis,1,4,12,Genesis 4:12,genesis-4-12,Old Testament,"When thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugitive and a vagabond shalt thou be in the earth."
Genesis,1,4,13,Genesis 4:13,genesis-4-13,Old Testament,"And Cain said unto the LORD, My punishment is greater than I can bear."
Genesis,1,4,14,Genesis 4:14,genesis-4-14,Old Testament,"Behold, thou hast driven me out this day from the face of the earth; and from thy face shall I be hid; and I shall be a fugitive and a vagabond in the earth; and it shall come to pass, that every one that findeth me shall slay me."
Genesis,1,4,15,Genesis 4:15,genesis-4-15,Old Testament,"And the LORD said unto him, Therefore whosoever slayeth Cain, vengeance shall be taken on him sevenfold. And the LORD set a mark upon Cain, lest any finding him should kill him."
Genesis,1,4,16,Genesis 4:16,genesis-4-16,Old Testament,"And Cain went out from the presence of the LORD, and dwelt in the land of Nod, on the east of Eden."
Genesis,1,4,17,Genesis 4:17,genesis-4-17,Old Testament,"And Cain knew his wife; and she conceived, and bare Enoch: and he builded a city, and called the name of the city, after the name of his son, Enoch."
Genesis,1,4,18,Genesis 4:18,genesis-4-18,Old Testament,And unto Enoch was born Irad: and Irad begat Mehujael: and Mehujael begat Methusael: and Methusael begat Lamech.
Genesis,1,4,19,Genesis 4:19,genesis-4-19,Old Testament,"And Lamech took unto him two wives: the name of the one was Adah, and the name of the other Zillah."
Genesis,1,4,20,Genesis 4:20,genesis-4-20,Old Testament,"And Adah bare Jabal: he was the father of such as dwell in tents, and of such as have cattle."
Genesis,1,4,21,Genesis 4:21,genesis-4-21,Old Testament,And his brother's name was Jubal: he was the father of all such as handle the harp and organ.
Genesis,1,4,22,Genesis 4:22,genesis-4-22,Old Testament,"And Zillah, she also bare Tubalcain, an instructer of every artificer in brass and iron: and the sister of Tubalcain was Naamah."
Genesis,1,4,23,Genesis 4:23,genesis-4-23,Old Testament,"And Lamech said unto his wives, Adah and Zillah, Hear my voice; ye wives of Lamech, hearken unto my speech: for I have slain a man to my wounding, and a young man to my hurt."
Genesis,1,4,24,Genesis 4:24,genesis-4-24,Old Testament,"If Cain shall be avenged sevenfold, truly Lamech seventy and sevenfold."
Genesis,1,4,25,Genesis 4:25,genesis-4-25,Old Testament,"And Adam knew his wife again; and she bare a son, and called his name Seth: For God, said she, hath appointed me another seed instead of Abel, whom Cain slew."
Genesis,1,4,26,Genesis 4:26,genesis-4-26,Old Testament,"And to Seth, to him also there was born a son; and he called his name Enos: then began men to call upon the name of the LORD."
Genesis,1,5,1,Genesis 5:1,genesis-5-1,Old Testament,"This is the book of the generations of Adam. In the day that God created man, in the likeness of God made he him;"
Genesis,1,5,2,Genesis 5:2,genesis-5-2,Old Testament,"Male and female created he them; and blessed them, and called their name Adam, in the day when they were created."
Genesis,1,5,3,Genesis 5:3,genesis-5-3,Old Testament,"And Adam lived an hundred and thirty years, and begat a son in his own likeness, after his image; and called his name Seth:"
Genesis,1,5,4,Genesis 5:4,genesis-5-4,Old Testament,And the days of Adam after he had begotten Seth were eight hundred years: and he begat sons and daughters:
Genesis,1,5,5,Genesis 5:5,genesis-5-5,Old Testament,And all the days that Adam lived were nine hundred and thirty years: and he died.
Genesis,1,5,6,Genesis 5:6,genesis-5-6,Old Testament,"And Seth lived an hundred and five years, and begat Enos:"
Genesis,1,5,7,Genesis 5:7,genesis-5-7,Old Testament,"And Seth lived after he begat Enos eight hundred and seven years, and begat sons and daughters:"
Genesis,1,5,8,Genesis 5:8,genesis-5-8,Old Testament,And all the days of Seth were nine hundred and twelve years: and he died.
Genesis,1,5,9,Genesis 5:9,genesis-5-9,Old Testament,"And Enos lived ninety years, and begat Cainan:"
Genesis,1,5,10,Genesis 5:10,genesis-5-10,Old Testament,"And Enos lived after he begat Cainan eight hundred and fifteen years, and begat sons and daughters:"
Genesis,1,5,11,Genesis 5:11,genesis-5-11,Old Testament,And all the days of Enos were nine hundred and five years: and he died.
Genesis,1,5,12,Genesis 5:12,genesis-5-12,Old Testament,"And Cainan lived seventy years, and begat Mahalaleel:"
Genesis,1,5,13,Genesis 5:13,genesis-5-13,Old Testament,"And Cainan lived after he begat Mahalaleel eight hundred and forty years, and begat sons and daughters:"
Genesis,1,5,14,Genesis 5:14,genesis-5-14,Old Testament,And all the days of Cainan were nine hundred and ten years: and he died.
Genesis,1,5,15,Genesis 5:15,genesis-5-15,Old Testament,"And Mahalaleel lived sixty and five years, and begat Jared:"
Genesis,1,5,16,Genesis 5:16,genesis-5-16,Old Testament,"And Mahalaleel lived after he begat Jared eight hundred and thirty years, and begat sons and daughters:"
Genesis,1,5,17,Genesis 5:17,genesis-5-17,Old Testament,And all the days of Mahalaleel were eight hundred ninety and five years: and he died.
Genesis,1,5,18,Genesis 5:18,genesis-5-18,Old Testament,"And Jared lived an hundred sixty and two years, and he begat Enoch:"
Genesis,1,5,19,Genesis 5:19,genesis-5-19,Old Testament,"And Jared lived after he begat Enoch eight hundred years, and begat sons and daughters:"
Genesis,1,5,20,Genesis 5:20,genesis-5-20,Old Testament,And all the days of Jared were nine hundred sixty and two years: and he died.
Genesis,1,5,21,Genesis 5:21,genesis-5-21,Old Testament,"And Enoch lived sixty and five years, and begat Methuselah:"
Genesis,1,5,22,Genesis 5:22,genesis-5-22,Old Testament,"And Enoch walked with God after he begat Methuselah three hundred years, and begat sons and daughters:"
Genesis,1,5,23,Genesis 5:23,genesis-5-23,Old Testament,And all the days of Enoch were three hundred sixty and five years:
Genesis,1,5,24,Genesis 5:24,genesis-5-24,Old Testament,And Enoch walked with God: and he was not; for God took him.
Genesis,1,5,25,Genesis 5:25,genesis-5-25,Old Testament,"And Methuselah lived an hundred eighty and seven years, and begat Lamech:"
Genesis,1,5,26,Genesis 5:26,genesis-5-26,Old Testament,"And Methuselah lived after he begat Lamech seven hundred eighty and two years, and begat sons and daughters:"
Genesis,1,5,27,Genesis 5:27,genesis-5-27,Old Testament,And all the days of Methuselah were nine hundred sixty and nine years: and he died.
Genesis,1,5,28,Genesis 5:28,genesis-5-28,Old Testament,"And Lamech lived an hundred eighty and two years, and begat a son:"
Genesis,1,5,29,Genesis 5:29,genesis-5-29,Old Testament,"And he called his name Noah, saying, This same shall comfort us concerning our work and toil of our hands, because of the ground which the LORD hath cursed."
Genesis,1,5,30,Genesis 5:30,genesis-5-30,Old Testament,"And Lamech lived after he begat Noah five hundred ninety and five years, and begat sons and daughters:"
Genesis,1,5,31,Genesis 5:31,genesis-5-31,Old Testament,And all the days of Lamech were seven hundred seventy and seven years: and he died.
Genesis,1,5,32,Genesis 5:32,genesis-5-32,Old Testament,"And Noah was five hundred years old: and Noah begat Shem, Ham, and Japheth."
Genesis,1,6,1,Genesis 6:1,genesis-6-1,Old Testament,"And it came to pass, when men began to multiply on the face of the earth, and daughters were born unto them,"
Genesis,1,6,2,Genesis 6:2,genesis-6-2,Old Testament,That the sons of God saw the daughters of men that they were fair; and they took them wives of all which they chose.
Genesis,1,6,3,Genesis 6:3,genesis-6-3,Old Testament,"And the LORD said, My spirit shall not always strive with man, for that he also is flesh: yet his days shall be an hundred and twenty years."
Genesis,1,6,4,Genesis 6:4,genesis-6-4,Old Testament,"There were giants in the earth in those days; and also after that, when the sons of God came in unto the daughters of men, and they bare children to them, the same became mighty men which were of old, men of renown."
Genesis,1,6,5,Genesis 6:5,genesis-6-5,Old Testament,"And GOD saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually."
Genesis,1,6,6,Genesis 6:6,genesis-6-6,Old Testament,"And it repented the LORD that he had made man on the earth, and it grieved him at his heart."
Genesis,1,6,7,Genesis 6:7,genesis-6-7,Old Testament,"And the LORD said, I will destroy man whom I have created from the face of the earth; both man, and beast, and the creeping thing, and the fowls of the air; for it repenteth me that I have made them."
Genesis,1,6,8,Genesis 6:8,genesis-6-8,Old Testament,But Noah found grace in the eyes of the LORD.
Genesis,1,6,9,Genesis 6:9,genesis-6-9,Old Testament,"These are the generations of Noah: Noah was a just man and perfect in his generations, and Noah walked with God."
Genesis,1,6,10,Genesis 6:10,genesis-6-10,Old Testament,"And Noah begat three sons, Shem, Ham, and Japheth."
Genesis,1,6,11,Genesis 6:11,genesis-6-11,Old Testament,"The earth also was corrupt before God, and the earth was filled with violence."
Genesis,1,6,12,Genesis 6:12,genesis-6-12,Old Testament,"And God looked upon the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth."
Genesis,1,6,13,Genesis 6:13,genesis-6-13,Old Testament,"And God said unto Noah, The end of all flesh is come before me; for the earth is filled with violence through them; and, behold, I will destroy them with the earth."
Genesis,1,6,14,Genesis 6:14,genesis-6-14,Old Testament,"Make thee an ark of gopher wood; rooms shalt thou make in the ark, and shalt pitch it within and without with pitch."
Genesis,1,6,15,Genesis 6:15,genesis-6-15,Old Testament,"And this is the fashion which thou shalt make it of: The length of the ark shall be three hundred cubits, the breadth of it fifty cubits, and the height of it thirty cubits."
Genesis,1,6,16,Genesis 6:16,genesis-6-16,Old Testament,"A window shalt thou make to the ark, and in a cubit shalt thou finish it above; and the door of the ark shalt thou set in the side thereof; with lower, second, and third stories shalt thou make it."
Genesis,1,6,17,Genesis 6:17,genesis-6-17,Old Testament,"And, behold, I, even I, do bring a flood of waters upon the earth, to destroy all flesh, wherein is the breath of life, from under heaven; and every thing that is in the earth shall die."
Genesis,1,6,18,Genesis 6:18,genesis-6-18,Old Testament,"But with thee will I establish my covenant; and thou shalt come into the ark, thou, and thy sons, and thy wife, and thy sons' wives with thee."
Genesis,1,6,19,Genesis 6:19,genesis-6-19,Old Testament,"And of every living thing of all flesh, two of every sort shalt thou bring into the ark, to keep them alive with thee; they shall be male and female."
Genesis,1,6,20,Genesis 6:20,genesis-6-20,Old Testament,"Of fowls after their kind, and of cattle after their kind, of every creeping thing of the earth after his kind, two of every sort shall come unto thee, to keep them alive."
Genesis,1,6,21,Genesis 6:21,genesis-6-21,Old Testament,"And take thou unto thee of all food that is eaten, and thou shalt gather it to thee; and it shall be for food for thee, and for them."
Genesis,1,6,22,Genesis 6:22,genesis-6-22,Old Testament,"Thus did Noah; according to all that God commanded him, so did he."
Genesis,1,7,1,Genesis 7:1,genesis-7-1,Old Testament,"And the LORD said unto Noah, Come thou and all thy house into the ark; for thee have I seen righteous before me in this generation."
Genesis,1,7,2,Genesis 7:2,genesis-7-2,Old Testament,"Of every clean beast thou shalt take to thee by sevens, the male and his female: and of beasts that are not clean by two, the male and his female."
Genesis,1,7,3,Genesis 7:3,genesis-7-3,Old Testament,"Of fowls also of the air by sevens, the male and the female; to keep seed alive upon the face of all the earth."
Genesis,1,7,4,Genesis 7:4,genesis-7-4,Old Testament,"For yet seven days, and I will cause it to rain upon the earth forty days and forty nights; and every living substance that I have made will I destroy from off the face of the earth."
Genesis,1,7,5,Genesis 7:5,genesis-7-5,Old Testament,And Noah did according unto all that the LORD commanded him.
Genesis,1,7,6,Genesis 7:6,genesis-7-6,Old Testament,And Noah was six hundred years old when the flood of waters was upon the earth.
Genesis,1,7,7,Genesis 7:7,genesis-7-7,Old Testament,"And Noah went in, and his sons, and his wife, and his sons' wives with him, into the ark, because of the waters of the flood."
Genesis,1,7,8,Genesis 7:8,genesis-7-8,Old Testament,"Of clean beasts, and of beasts that are not clean, and of fowls, and of every thing that creepeth upon the earth,"
Genesis,1,7,9,Genesis 7:9,genesis-7-9,Old Testament,"There went in two and two unto Noah into the ark, the male and the female, as God had commanded Noah."
Genesis,1,7,10,Genesis 7:10,genesis-7-10,Old Testament,"And it came to pass after seven days, that the waters of the flood were upon the earth."
Genesis,1,7,11,Genesis 7:11,genesis-7-11,Old Testament,"In the six hundredth year of Noah's life, in the second month, the seventeenth day of the month, the same day were all the fountains of the great deep broken up, and the windows of heaven were opened."
Genesis,1,7,12,Genesis 7:12,genesis-7-12,Old Testament,And the rain was upon the earth forty days and forty nights.
Genesis,1,7,13,Genesis 7:13,genesis-7-13,Old Testament,"In the selfsame day entered Noah, and Shem, and Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, into the ark;"
Genesis,1,7,14,Genesis 7:14,genesis-7-14,Old Testament,"They, and every beast after his kind, and all the cattle after their kind, and every creeping thing that creepeth upon the earth after his kind, and every fowl after his kind, every bird of every sort."
Genesis,1,7,15,Genesis 7:15,genesis-7-15,Old Testament,"And they went in unto Noah into the ark, two and two of all flesh, wherein is the breath of life."
Genesis,1,7,16,Genesis 7:16,genesis-7-16,Old Testament,"And they that went in, went in male and female of all flesh, as God had commanded him: and the LORD shut him in."
Genesis,1,7,17,Genesis 7:17,genesis-7-17,Old Testament,"And the flood was forty days upon the earth; and the waters increased, and bare up the ark, and it was lift up above the earth."
Genesis,1,7,18,Genesis 7:18,genesis-7-18,Old Testament,"And the waters prevailed, and were increased greatly upon the earth; and the ark went upon the face of the waters."
Genesis,1,7,19,Genesis 7:19,genesis-7-19,Old Testament,"And the waters prevailed exceedingly upon the earth; and all the high hills, that were under the whole heaven, were covered."
Genesis,1,7,20,Genesis 7:20,genesis-7-20,Old Testament,Fifteen cubits upward did the waters prevail; and the mountains were covered.
Genesis,1,7,21,Genesis 7:21,genesis-7-21,Old Testament,"And all flesh died that moved upon the earth, both of fowl, and of cattle, and of beast, and of every creeping thing that creepeth upon the earth, and every man:"
Genesis,1,7,22,Genesis 7:22,genesis-7-22,Old Testament,"All in whose nostrils was the breath of life, of all that was in the dry land, died."
Genesis,1,7,23,Genesis 7:23,genesis-7-23,Old Testament,"And every living substance was destroyed which was upon the face of the ground, both man, and cattle, and the creeping things, and the fowl of the heaven; and they were destroyed from the earth: and Noah only remained alive, and they that were with him in the ark."
