book,bookNumber,chapter,verse,reference,referenceKey,testament,text
1 Chronicles,13,7,13,1 Chronicles 7:13,1-chronicles-7-13,Old Testament,"The sons of Naphtali; Jahziel, and Guni, and Jezer, and Shallum, the sons of Bilhah."
1 Chronicles,13,7,14,1 Chronicles 7:14,1-chronicles-7-14,Old Testament,"The sons of Manasseh; Ashriel, whom she bare: (but his concubine the Aramitess bare Machir the father of Gilead:"
1 Chronicles,13,7,15,1 Chronicles 7:15,1-chronicles-7-15,Old Testament,"And Machir took to wife the sister of Huppim and Shuppim, whose sister's name was Maachah;) and the name of the second was Zelophehad: and Zelophehad had daughters."
1 Chronicles,13,7,16,1 Chronicles 7:16,1-chronicles-7-16,Old Testament,"And Maachah the wife of Machir bare a son, and she called his name Peresh; and the name of his brother was Sheresh; and his sons were Ulam and Rakem."
1 Chronicles,13,7,17,1 Chronicles 7:17,1-chronicles-7-17,Old Testament,"And the sons of Ulam; Bedan. These were the sons of Gilead, the son of Machir, the son of Manasseh."
1 Chronicles,13,7,18,1 Chronicles 7:18,1-chronicles-7-18,Old Testament,"And his sister Hammoleketh bare Ishod, and Abiezer, and Mahalah."
1 Chronicles,13,7,19,1 Chronicles 7:19,1-chronicles-7-19,Old Testament,"And the sons of Shemida were, Ahian, and Shechem, and Likhi, and Aniam."
1 Chronicles,13,7,20,1 Chronicles 7:20,1-chronicles-7-20,Old Testament,"And the sons of Ephraim; Shuthelah, and Bered his son, and Tahath his son, and Eladah his son, and Tahath his son,"
1 Chronicles,13,7,21,1 Chronicles 7:21,1-chronicles-7-21,Old Testament,"And Zabad his son, and Shuthelah his son, and Ezer, and Elead, whom the men of Gath that were born in that land slew, because they came down to take away their cattle."
1 Chronicles,13,7,22,1 Chronicles 7:22,1-chronicles-7-22,Old Testament,"And Ephraim their father mourned many days, and his brethren came to comfort him."
1 Chronicles,13,7,23,1 Chronicles 7:23,1-chronicles-7-23,Old Testament,"And when he went in to his wife, she conceived, and bare a son, and he called his name Beriah, because it went evil with his house."
1 Chronicles,13,7,24,1 Chronicles 7:24,1-chronicles-7-24,Old Testament,"(And his daughter was Sherah, who built Bethhoron the nether, and the upper, and Uzzensherah.)"
1 Chronicles,13,7,25,1 Chronicles 7:25,1-chronicles-7-25,Old Testament,"And Rephah was his son, also Resheph, and Telah his son, and Tahan his son,"
1 Chronicles,13,7,26,1 Chronicles 7:26,1-chronicles-7-26,Old Testament,"Laadan his son, Ammihud his son, Elishama his son,"
1 Chronicles,13,7,27,1 Chronicles 7:27,1-chronicles-7-27,Old Testament,"Non his son, Jehoshua his son."
1 Chronicles,13,7,28,1 Chronicles 7:28,1-chronicles-7-28,Old Testament,"And their possessions and habitations were, Bethel and the towns thereof, and eastward Naaran, and westward Gezer, with the towns thereof; Shechem also and the towns thereof, unto Gaza and the towns thereof:"
1 Chronicles,13,7,29,1 Chronicles 7:29,1-chronicles-7-29,Old Testament,"And by the borders of the children of Manasseh, Bethshean and her towns, Taanach and her towns, Megiddo and her towns, Dor and her towns. In these dwelt the children of Joseph the son of Israel."
1 Chronicles,13,7,30,1 Chronicles 7:30,1-chronicles-7-30,Old Testament,"The sons of Asher; Imnah, and Isuah, and Ishuai, and Beriah, and Serah their sister."
1 Chronicles,13,7,31,1 Chronicles 7:31,1-chronicles-7-31,Old Testament,"And the sons of Beriah; Heber, and Malchiel, who is the father of Birzavith."
1 Chronicles,13,7,32,1 Chronicles 7:32,1-chronicles-7-32,Old Testament,"And Heber begat Japhlet, and Shomer, and Hotham, and Shua their sister."
1 Chronicles,13,7,33,1 Chronicles 7:33,1-chronicles-7-33,Old Testament,"And the sons of Japhlet; Pasach, and Bimhal, and Ashvath. These are the children of Japhlet."
1 Chronicles,13,7,34,1 Chronicles 7:34,1-chronicles-7-34,Old Testament,"And the sons of Shamer; Ahi, and Rohgah, Jehubbah, and Aram."
1 Chronicles,13,7,35,1 Chronicles 7:35,1-chronicles-7-35,Old Testament,"And the sons of his brother Helem; Zophah, and Imna, and Shelesh, and Amal."
1 Chronicles,13,7,36,1 Chronicles 7:36,1-chronicles-7-36,Old Testament,"The sons of Zophah; Suah, and Harnepher, and Shual, and Beri, and Imrah,"
1 Chronicles,13,7,37,1 Chronicles 7:37,1-chronicles-7-37,Old Testament,"Bezer, and Hod, and Shamma, and Shilshah, and Ithran, and Beera."
1 Chronicles,13,7,38,1 Chronicles 7:38,1-chronicles-7-38,Old Testament,"And the sons of Jether; Jephunneh, and Pispah, and Ara."
1 Chronicles,13,7,39,1 Chronicles 7:39,1-chronicles-7-39,Old Testament,"And the sons of Ulla; Arah, and Haniel, and Rezia."
1 Chronicles,13,7,40,1 Chronicles 7:40,1-chronicles-7-40,Old Testament,"All these were the children of Asher, heads of their father's house, choice and mighty men of valour, chief of the princes. And the number throughout the genealogy of them that were apt to the war and to battle was twenty and six thousand men."
1 Chronicles,13,8,1,1 Chronicles 8:1,1-chronicles-8-1,Old Testament,"Now Benjamin begat Bela his firstborn, Ashbel the second, and Aharah the third,"
1 Chronicles,13,8,2,1 Chronicles 8:2,1-chronicles-8-2,Old Testament,"Nohah the fourth, and Rapha the fifth."
1 Chronicles,13,8,3,1 Chronicles 8:3,1-chronicles-8-3,Old Testament,"And the sons of Bela were, Addar, and Gera, and Abihud,"
1 Chronicles,13,8,4,1 Chronicles 8:4,1-chronicles-8-4,Old Testament,"And Abishua, and Naaman, and Ahoah,"
1 Chronicles,13,8,5,1 Chronicles 8:5,1-chronicles-8-5,Old Testament,"And Gera, and Shephuphan, and Huram."
1 Chronicles,13,8,6,1 Chronicles 8:6,1-chronicles-8-6,Old Testament,"And these are the sons of Ehud: these are the heads of the fathers of the inhabitants of Geba, and they removed them to Manahath:"
1 Chronicles,13,8,7,1 Chronicles 8:7,1-chronicles-8-7,Old Testament,"And Naaman, and Ahiah, and Gera, he removed them, and begat Uzza, and Ahihud."
1 Chronicles,13,8,8,1 Chronicles 8:8,1-chronicles-8-8,Old Testament,"And Shaharaim begat children in the country of Moab, after he had sent them away; Hushim and Baara were his wives."
1 Chronicles,13,8,9,1 Chronicles 8:9,1-chronicles-8-9,Old Testament,"And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcham,"
1 Chronicles,13,8,10,1 Chronicles 8:10,1-chronicles-8-10,Old Testament,"And Jeuz, and Shachia, and Mirma. These were his sons, heads of the fathers."
1 Chronicles,13,8,11,1 Chronicles 8:11,1-chronicles-8-11,Old Testament,"And of Hushim he begat Abitub, and Elpaal."
1 Chronicles,13,8,12,1 Chronicles 8:12,1-chronicles-8-12,Old Testament,"The sons of Elpaal; Eber, and Misham, and Shamed, who built Ono, and Lod, with the towns thereof:"
1 Chronicles,13,8,13,1 Chronicles 8:13,1-chronicles-8-13,Old Testament,"Beriah also, and Shema, who were heads of the fathers of the inhabitants of Aijalon, who drove away the inhabitants of Gath:"
1 Chronicles,13,8,14,1 Chronicles 8:14,1-chronicles-8-14,Old Testament,"And Ahio, Shashak, and Jeremoth,"
1 Chronicles,13,8,15,1 Chronicles 8:15,1-chronicles-8-15,Old Testament,"And Zebadiah, and Arad, and Ader,"
1 Chronicles,13,8,16,1 Chronicles 8:16,1-chronicles-8-16,Old Testament,"And Michael, and Ispah, and Joha, the sons of Beriah;"
1 Chronicles,13,8,17,1 Chronicles 8:17,1-chronicles-8-17,Old Testament,"And Zebadiah, and Meshullam, and Hezeki, and Heber,"
1 Chronicles,13,8,18,1 Chronicles 8:18,1-chronicles-8-18,Old Testament,"Ishmerai also, and Jezliah, and Jobab, the sons of Elpaal;"
1 Chronicles,13,8,19,1 Chronicles 8:19,1-chronicles-8-19,Old Testament,"And Jakim, and Zichri, and Zabdi,"
1 Chronicles,13,8,20,1 Chronicles 8:20,1-chronicles-8-20,Old Testament,"And Elienai, and Zilthai, and Eliel,"
1 Chronicles,13,8,21,1 Chronicles 8:21,1-chronicles-8-21,Old Testament,"And Adaiah, and Beraiah, and Shimrath, the sons of Shimhi;"
1 Chronicles,13,8,22,1 Chronicles 8:22,1-chronicles-8-22,Old Testament,"And Ishpan, and Heber, and Eliel,"
1 Chronicles,13,8,23,1 Chronicles 8:23,1-chronicles-8-23,Old Testament,"And Abdon, and Zichri, and Hanan,"
1 Chronicles,13,8,24,1 Chronicles 8:24,1-chronicles-8-24,Old Testament,"And Hananiah, and Elam, and Antothijah,"
1 Chronicles,13,8,25,1 Chronicles 8:25,1-chronicles-8-25,Old Testament,"And Iphedeiah, and Penuel, the sons of Shashak;"
1 Chronicles,13,8,26,1 Chronicles 8:26,1-chronicles-8-26,Old Testament,"And Shamsherai, and Shehariah, and Athaliah,"
1 Chronicles,13,8,27,1 Chronicles 8:27,1-chronicles-8-27,Old Testament,"And Jaresiah, and Eliah, and Zichri, the sons of Jeroham."
1 Chronicles,13,8,28,1 Chronicles 8:28,1-chronicles-8-28,Old Testament,"These were heads of the fathers, by their generations, chief men. These dwelt in Jerusalem."
1 Chronicles,13,8,29,1 Chronicles 8:29,1-chronicles-8-29,Old Testament,And at Gibeon dwelt the father of Gibeon; whose wife's name was Maachah:
1 Chronicles,13,8,30,1 Chronicles 8:30,1-chronicles-8-30,Old Testament,"And his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab,"
1 Chronicles,13,8,31,1 Chronicles 8:31,1-chronicles-8-31,Old Testament,"And Gedor, and Ahio, and Zacher."
1 Chronicles,13,8,32,1 Chronicles 8:32,1-chronicles-8-32,Old Testament,"And Mikloth begat Shimeah. And these also dwelt with their brethren in Jerusalem, over against them."
1 Chronicles,13,8,33,1 Chronicles 8:33,1-chronicles-8-33,Old Testament,"And Ner begat Kish, and Kish begat Saul, and Saul begat Jonathan, and Malchishua, and Abinadab, and Eshbaal."
1 Chronicles,13,8,34,1 Chronicles 8:34,1-chronicles-8-34,Old Testament,And the son of Jonathan was Meribbaal; and Meribbaal begat Micah.
1 Chronicles,13,8,35,1 Chronicles 8:35,1-chronicles-8-35,Old Testament,"And the sons of Micah were, Pithon, and Melech, and Tarea, and Ahaz."
1 Chronicles,13,8,36,1 Chronicles 8:36,1-chronicles-8-36,Old Testament,"And Ahaz begat Jehoadah; and Jehoadah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza,"
1 Chronicles,13,8,37,1 Chronicles 8:37,1-chronicles-8-37,Old Testament,"And Moza begat Binea: Rapha was his son, Eleasah his son, Azel his son:"
1 Chronicles,13,8,38,1 Chronicles 8:38,1-chronicles-8-38,Old Testament,"And Azel had six sons, whose names are these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these were the sons of Azel."
1 Chronicles,13,8,39,1 Chronicles 8:39,1-chronicles-8-39,Old Testament,"And the sons of Eshek his brother were, Ulam his firstborn, Jehush the second, and Eliphelet the third."
1 Chronicles,13,8,40,1 Chronicles 8:40,1-chronicles-8-40,Old Testament,"And the sons of Ulam were mighty men of valour, archers, and had many sons, and sons' sons, an hundred and fifty. All these are of the sons of Benjamin."
1 Chronicles,13,9,1,1 Chronicles 9:1,1-chronicles-9-1,Old Testament,"So all Israel were reckoned by genealogies; and, behold, they were written in the book of the kings of Israel and Judah, who were carried away to Babylon for their transgression."
1 Chronicles,13,9,2,1 Chronicles 9:2,1-chronicles-9-2,Old Testament,"Now the first inhabitants that dwelt in their possessions in their cities were, the Israelites, the priests, Levites, and the Nethinims."
1 Chronicles,13,9,3,1 Chronicles 9:3,1-chronicles-9-3,Old Testament,"And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim, and Manasseh;"
1 Chronicles,13,9,4,1 Chronicles 9:4,1-chronicles-9-4,Old Testament,"Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Pharez the son of Judah."
1 Chronicles,13,9,5,1 Chronicles 9:5,1-chronicles-9-5,Old Testament,"And of the Shilonites; Asaiah the firstborn, and his sons."
1 Chronicles,13,9,6,1 Chronicles 9:6,1-chronicles-9-6,Old Testament,"And of the sons of Zerah; Jeuel, and their brethren, six hundred and ninety."
1 Chronicles,13,9,7,1 Chronicles 9:7,1-chronicles-9-7,Old Testament,"And of the sons of Benjamin; Sallu the son of Meshullam, the son of Hodaviah, the son of Hasenuah,"
1 Chronicles,13,9,8,1 Chronicles 9:8,1-chronicles-9-8,Old Testament,"And Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;"
1 Chronicles,13,9,9,1 Chronicles 9:9,1-chronicles-9-9,Old Testament,"And their brethren, according to their generations, nine hundred and fifty and six. All these men were chief of the fathers in the house of their fathers."
1 Chronicles,13,9,10,1 Chronicles 9:10,1-chronicles-9-10,Old Testament,"And of the priests; Jedaiah, and Jehoiarib, and Jachin,"
1 Chronicles,13,9,11,1 Chronicles 9:11,1-chronicles-9-11,Old Testament,"And Azariah the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God;"
1 Chronicles,13,9,12,1 Chronicles 9:12,1-chronicles-9-12,Old Testament,"And Adaiah the son of Jeroham, the son of Pashur, the son of Malchijah, and Maasiai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;"
1 Chronicles,13,9,13,1 Chronicles 9:13,1-chronicles-9-13,Old Testament,"And their brethren, heads of the house of their fathers, a thousand and seven hundred and threescore; very able men for the work of the service of the house of God."
1 Chronicles,13,9,14,1 Chronicles 9:14,1-chronicles-9-14,Old Testament,"And of the Levites; Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;"
1 Chronicles,13,9,15,1 Chronicles 9:15,1-chronicles-9-15,Old Testament,"And Bakbakkar, Heresh, and Galal, and Mattaniah the son of Micah, the son of Zichri, the son of Asaph;"
1 Chronicles,13,9,16,1 Chronicles 9:16,1-chronicles-9-16,Old Testament,"And Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah the son of Asa, the son of Elkanah, that dwelt in the villages of the Netophathites."
1 Chronicles,13,9,17,1 Chronicles 9:17,1-chronicles-9-17,Old Testament,"And the porters were, Shallum, and Akkub, and Talmon, and Ahiman, and their brethren: Shallum was the chief;"
1 Chronicles,13,9,18,1 Chronicles 9:18,1-chronicles-9-18,Old Testament,Who hitherto waited in the king's gate eastward: they were porters in the companies of the children of Levi.
1 Chronicles,13,9,19,1 Chronicles 9:19,1-chronicles-9-19,Old Testament,"And Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brethren, of the house of his father, the Korahites, were over the work of the service, keepers of the gates of the tabernacle: and their fathers, being over the host of the LORD, were keepers of the entry."
1 Chronicles,13,9,20,1 Chronicles 9:20,1-chronicles-9-20,Old Testament,"And Phinehas the son of Eleazar was the ruler over them in time past, and the LORD was with him."
1 Chronicles,13,9,21,1 Chronicles 9:21,1-chronicles-9-21,Old Testament,And Zechariah the son of Meshelemiah was porter of the door of the tabernacle of the congregation.
1 Chronicles,13,9,22,1 Chronicles 9:22,1-chronicles-9-22,Old Testament,"All these which were chosen to be porters in the gates were two hundred and twelve. These were reckoned by their genealogy in their villages, whom David and Samuel the seer did ordain in their set office."
1 Chronicles,13,9,23,1 Chronicles 9:23,1-chronicles-9-23,Old Testament,"So they and their children had the oversight of the gates of the house of the LORD, namely, the house of the tabernacle, by wards."
1 Chronicles,13,9,24,1 Chronicles 9:24,1-chronicles-9-24,Old Testament,"In four quarters were the porters, toward the east, west, north, and south."
1 Chronicles,13,9,25,1 Chronicles 9:25,1-chronicles-9-25,Old Testament,"And their brethren, which were in their villages, were to come after seven days from time to time with them."
1 Chronicles,13,9,26,1 Chronicles 9:26,1-chronicles-9-26,Old Testament,"For these Levites, the four chief porters, were in their set office, and were over the chambers and treasuries of the house of God."
1 Chronicles,13,9,27,1 Chronicles 9:27,1-chronicles-9-27,Old Testament,"And they lodged round about the house of God, because the charge was upon them, and the opening thereof every morning pertained to them."
1 Chronicles,13,9,28,1 Chronicles 9:28,1-chronicles-9-28,Old Testament,"And certain of them had the charge of the ministering vessels, that they should bring them in and out by tale."
1 Chronicles,13,9,29,1 Chronicles 9:29,1-chronicles-9-29,Old Testament,"Some of them also were appointed to oversee the vessels, and all the instruments of the sanctuary, and the fine flour, and the wine, and the oil, and the frankincense, and the spices."
1 Chronicles,13,9,30,1 Chronicles 9:30,1-chronicles-9-30,Old Testament,And some of the sons of the priests made the ointment of the spices.
1 Chronicles,13,9,31,1 Chronicles 9:31,1-chronicles-9-31,Old Testament,"And Mattithiah, one of the Levites, who was the firstborn of Shallum the Korahite, had the set office over the things that were made in the pans."
1 Chronicles,13,9,32,1 Chronicles 9:32,1-chronicles-9-32,Old Testament,"And other of their brethren, of the sons of the Kohathites, were over the shewbread, to prepare it every sabbath."
1 Chronicles,13,9,33,1 Chronicles 9:33,1-chronicles-9-33,Old Testament,"And these are the singers, chief of the fathers of the Levites, who remaining in the chambers were free: for they were employed in that work day and night."
1 Chronicles,13,9,34,1 Chronicles 9:34,1-chronicles-9-34,Old Testament,These chief fathers of the Levites were chief throughout their generations; these dwelt at Jerusalem.
1 Chronicles,13,9,35,1 Chronicles 9:35,1-chronicles-9-35,Old Testament,"And in Gibeon dwelt the father of Gibeon, Jehiel, whose wife's name was Maachah:"
1 Chronicles,13,9,36,1 Chronicles 9:36,1-chronicles-9-36,Old Testament,"And his firstborn son Abdon, then Zur, and Kish, and Baal, and Ner, and Nadab,"
1 Chronicles,13,9,37,1 Chronicles 9:37,1-chronicles-9-37,Old Testament,"And Gedor, and Ahio, and Zechariah, and Mikloth."
1 Chronicles,13,9,38,1 Chronicles 9:38,1-chronicles-9-38,Old Testament,"And Mikloth begat Shimeam. And they also dwelt with their brethren at Jerusalem, over against their brethren."
1 Chronicles,13,9,39,1 Chronicles 9:39,1-chronicles-9-39,Old Testament,"And Ner begat Kish; and Kish begat Saul; and Saul begat Jonathan, and Malchishua, and Abinadab, and Eshbaal."
1 Chronicles,13,9,40,1 Chronicles 9:40,1-chronicles-9-40,Old Testament,And the son of Jonathan was Meribbaal: and Meribbaal begat Micah.
1 Chronicles,13,9,41,1 Chronicles 9:41,1-chronicles-9-41,Old Testament,"And the sons of Micah were, Pithon, and Melech, and Tahrea, and Ahaz."
1 Chronicles,13,9,42,1 Chronicles 9:42,1-chronicles-9-42,Old Testament,"And Ahaz begat Jarah; and Jarah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza;"
1 Chronicles,13,9,43,1 Chronicles 9:43,1-chronicles-9-43,Old Testament,"And Moza begat Binea; and Rephaiah his son, Eleasah his son, Azel his son."
1 Chronicles,13,9,44,1 Chronicles 9:44,1-chronicles-9-44,Old Testament,"And Azel had six sons, whose names are these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan: these were the sons of Azel."
1 Chronicles,13,10,1,1 Chronicles 10:1,1-chronicles-10-1,Old Testament,"Now the Philistines fought against Israel; and the men of Israel fled from before the Philistines, and fell down slain in mount Gilboa."
1 Chronicles,13,10,2,1 Chronicles 10:2,1-chronicles-10-2,Old Testament,"And the Philistines followed hard after Saul, and after his sons; and the Philistines slew Jonathan, and Abinadab, and Malchishua, the sons of Saul."
1 Chronicles,13,10,3,1 Chronicles 10:3,1-chronicles-10-3,Old Testament,"And the battle went sore against Saul, and the archers hit him, and he was wounded of the archers."
1 Chronicles,13,10,4,1 Chronicles 10:4,1-chronicles-10-4,Old Testament,"Then said Saul to his armourbearer, Draw thy sword, and thrust me through therewith; lest these uncircumcised come and abuse me. But his armourbearer would not; for he was sore afraid. So Saul took a sword, and fell upon it."
1 Chronicles,13,10,5,1 Chronicles 10:5,1-chronicles-10-5,Old Testament,"And when his armourbearer saw that Saul was dead, he fell likewise on the sword, and died."
1 Chronicles,13,10,6,1 Chronicles 10:6,1-chronicles-10-6,Old Testament,"So Saul died, and his three sons, and all his house died together."
1 Chronicles,13,10,7,1 Chronicles 10:7,1-chronicles-10-7,Old Testament,"And when all the men of Israel that were in the valley saw that they fled, and that Saul and his sons were dead, then they forsook their cities, and fled: and the Philistines came and dwelt in them."
1 Chronicles,13,10,8,1 Chronicles 10:8,1-chronicles-10-8,Old Testament,"And it came to pass on the morrow, when the Philistines came to strip the slain, that they found Saul and his sons fallen in mount Gilboa."
1 Chronicles,13,10,9,1 Chronicles 10:9,1-chronicles-10-9,Old Testament,"And when they had stripped him, they took his head, and his armour, and sent into the land of the Philistines round about, to carry tidings unto their idols, and to the people."
1 Chronicles,13,10,10,1 Chronicles 10:10,1-chronicles-10-10,Old Testament,"And they put his armour in the house of their gods, and fastened his head in the temple of Dagon."
1 Chronicles,13,10,11,1 Chronicles 10:11,1-chronicles-10-11,Old Testament,"And when all Jabeshgilead heard all that the Philistines had done to Saul,"
1 Chronicles,13,10,12,1 Chronicles 10:12,1-chronicles-10-12,Old Testament,"They arose, all the valiant men, and took away the body of Saul, and the bodies of his sons, and brought them to Jabesh, and buried their bones under the oak in Jabesh, and fasted seven days."
1 Chronicles,13,10,13,1 Chronicles 10:13,1-chronicles-10-13,Old Testament,"So Saul died for his transgression which he committed against the LORD, even against the word of the LORD, which he kept not, and also for asking counsel of one that had a familiar spirit, to inquire of it;"
1 Chronicles,13,10,14,1 Chronicles 10:14,1-chronicles-10-14,Old Testament,"And inquired not of the LORD: therefore he slew him, and turned the kingdom unto David the son of Jesse."
1 Chronicles,13,11,1,1 Chronicles 11:1,1-chronicles-11-1,Old Testament,"Then all Israel gathered themselves to David unto Hebron, saying, Behold, we are thy bone and thy flesh."
1 Chronicles,13,11,2,1 Chronicles 11:2,1-chronicles-11-2,Old Testament,"And moreover in time past, even when Saul was king, thou wast he that leddest out and broughtest in Israel: and the LORD thy God said unto thee, Thou shalt feed my people Israel, and thou shalt be ruler over my people Israel."
1 Chronicles,13,11,3,1 Chronicles 11:3,1-chronicles-11-3,Old Testament,"Therefore came all the elders of Israel to the king to Hebron; and David made a covenant with them in Hebron before the LORD; and they anointed David king over Israel, according to the word of the LORD by Samuel."
1 Chronicles,13,11,4,1 Chronicles 11:4,1-chronicles-11-4,Old Testament,"And David and all Israel went to Jerusalem, which is Jebus; where the Jebusites were, the inhabitants of the land."
1 Chronicles,13,11,5,1 Chronicles 11:5,1-chronicles-11-5,Old Testament,"And the inhabitants of Jebus said to David, Thou shalt not come hither. Nevertheless David took the castle of Zion, which is the city of David."
1 Chronicles,13,11,6,1 Chronicles 11:6,1-chronicles-11-6,Old Testament,"And David said, Whosoever smiteth the Jebusites first shall be chief and captain. So Joab the son of Zeruiah went first up, and was chief."
1 Chronicles,13,11,7,1 Chronicles 11:7,1-chronicles-11-7,Old Testament,And David dwelt in the castle; therefore they called it the city of David.
1 Chronicles,13,11,8,1 Chronicles 11:8,1-chronicles-11-8,Old Testament,"And he built the city round about, even from Millo round about: and Joab repaired the rest of the city."
1 Chronicles,13,11,9,1 Chronicles 11:9,1-chronicles-11-9,Old Testament,So David waxed greater and greater: for the LORD of hosts was with him.
1 Chronicles,13,11,10,1 Chronicles 11:10,1-chronicles-11-10,Old Testament,"These also are the chief of the mighty men whom David had, who strengthened themselves with him in his kingdom, and with all Israel, to make him king, according to the word of the LORD concerning Israel."
1 Chronicles,13,11,11,1 Chronicles 11:11,1-chronicles-11-11,Old Testament,"And this is the number of the mighty men whom David had; Jashobeam, an Hachmonite, the chief of the captains: he lifted up his spear against three hundred slain by him at one time."
1 Chronicles,13,11,12,1 Chronicles 11:12,1-chronicles-11-12,Old Testament,"And after him was Eleazar the son of Dodo, the Ahohite, who was one of the three mighties."
1 Chronicles,13,11,13,1 Chronicles 11:13,1-chronicles-11-13,Old Testament,"He was with David at Pasdammim, and there the Philistines were gathered together to battle, where was a parcel of ground full of barley; and the people fled from before the Philistines."
1 Chronicles,13,11,14,1 Chronicles 11:14,1-chronicles-11-14,Old Testament,"And they set themselves in the midst of that parcel, and delivered it, and slew the Philistines; and the LORD saved them by a great deliverance."
1 Chronicles,13,11,15,1 Chronicles 11:15,1-chronicles-11-15,Old Testament,"Now three of the thirty captains went down to the rock to David, into the cave of Adullam; and the host of the Philistines encamped in the valley of Rephaim."
1 Chronicles,13,11,16,1 Chronicles 11:16,1-chronicles-11-16,Old Testament,"And David was then in the hold, and the Philistines' garrison was then at Bethlehem."
1 Chronicles,13,11,17,1 Chronicles 11:17,1-chronicles-11-17,Old Testament,"And David longed, and said, Oh that one would give me drink of the water of the well of Bethlehem, that is at the gate!"
1 Chronicles,13,11,18,1 Chronicles 11:18,1-chronicles-11-18,Old Testament,"And the three brake through the host of the Philistines, and drew water out of the well of Bethlehem, that was by the gate, and took it, and brought it to David: but David would not drink of it, but poured it out to the LORD,"
1 Chronicles,13,11,19,1 Chronicles 11:19,1-chronicles-11-19,Old Testament,"And said, My God forbid it me, that I should do this thing: shall I drink the blood of these men that have put their lives in jeopardy? for with the jeopardy of their lives they brought it. Therefore he would not drink it. These things did these three mightiest."
1 Chronicles,13,11,20,1 Chronicles 11:20,1-chronicles-11-20,Old Testament,"And Abishai the brother of Joab, he was chief of the three: for lifting up his spear against three hundred, he slew them, and had a name among the three."
1 Chronicles,13,11,21,1 Chronicles 11:21,1-chronicles-11-21,Old Testament,"Of the three, he was more honourable than the two; for he was their captain: howbeit he attained not to the first three."
1 Chronicles,13,11,22,1 Chronicles 11:22,1-chronicles-11-22,Old Testament,"Benaiah the son of Jehoiada, the son of a valiant man of Kabzeel, who had done many acts; he slew two lionlike men of Moab: also he went down and slew a lion in a pit in a snowy day."
1 Chronicles,13,11,23,1 Chronicles 11:23,1-chronicles-11-23,Old Testament,"And he slew an Egyptian, a man of great stature, five cubits high; and in the Egyptian's hand was a spear like a weaver's beam; and he went down to him with a staff, and plucked the spear out of the Egyptian's hand, and slew him with his own spear."
1 Chronicles,13,11,24,1 Chronicles 11:24,1-chronicles-11-24,Old Testament,"These things did Benaiah the son of Jehoiada, and had the name among the three mighties."
1 Chronicles,13,11,25,1 Chronicles 11:25,1-chronicles-11-25,Old Testament,"Behold, he was honourable among the thirty, but attained not to the first three: and David set him over his guard."
1 Chronicles,13,11,26,1 Chronicles 11:26,1-chronicles-11-26,Old Testament,"Also the valiant men of the armies were, Asahel the brother of Joab, Elhanan the son of Dodo of Bethlehem,"
1 Chronicles,13,11,27,1 Chronicles 11:27,1-chronicles-11-27,Old Testament,"Shammoth the Harorite, Helez the Pelonite,"
1 Chronicles,13,11,28,1 Chronicles 11:28,1-chronicles-11-28,Old Testament,"Ira the son of Ikkesh the Tekoite, Abiezer the Antothite,"
1 Chronicles,13,11,29,1 Chronicles 11:29,1-chronicles-11-29,Old Testament,"Sibbecai the Hushathite, Ilai the Ahohite,"
1 Chronicles,13,11,30,1 Chronicles 11:30,1-chronicles-11-30,Old Testament,"Maharai the Netophathite, Heled the son of Baanah the Netophathite,"
1 Chronicles,13,11,31,1 Chronicles 11:31,1-chronicles-11-31,Old Testament,"Ithai the son of Ribai of Gibeah, that pertained to the children of Benjamin, Benaiah the Pirathonite,"
1 Chronicles,13,11,32,1 Chronicles 11:32,1-chronicles-11-32,Old Testament,"Hurai of the brooks of Gaash, Abiel the Arbathite,"
1 Chronicles,13,11,33,1 Chronicles 11:33,1-chronicles-11-33,Old Testament,"Azmaveth the Baharumite, Eliahba the Shaalbonite,"
1 Chronicles,13,11,34,1 Chronicles 11:34,1-chronicles-11-34,Old Testament,"The sons of Hashem the Gizonite, Jonathan the son of Shage the Hararite,"
1 Chronicles,13,11,35,1 Chronicles 11:35,1-chronicles-11-35,Old Testament,"Ahiam the son of Sacar the Hararite, Eliphal the son of Ur,"
1 Chronicles,13,11,36,1 Chronicles 11:36,1-chronicles-11-36,Old Testament,"Hepher the Mecherathite, Ahijah the Pelonite,"
